,title,description,published date,url,publisher,published time ago,State,Department,POSITIVE,NEUTRAL,NEGATIVE,SENTIMENT_ANALYSIS_RESULT
1164,"Tunisia extends drinking water quota system, ban on agriculture use - Yahoo Finance","Tunisia extends drinking water quota system, ban on agriculture use  Yahoo Finance",2023-09-30 12:46:06,https://news.google.com/rss/articles/CBMiUmh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy90dW5pc2lhLWV4dGVuZHMtZHJpbmtpbmctd2F0ZXItcXVvdGEtMTI0NjA2NDA2Lmh0bWzSAVpodHRwczovL2ZpbmFuY2UueWFob28uY29tL2FtcGh0bWwvbmV3cy90dW5pc2lhLWV4dGVuZHMtZHJpbmtpbmctd2F0ZXItcXVvdGEtMTI0NjA2NDA2Lmh0bWw?oc=5&hl=en-IN&gl=IN&ceid=IN:en,Yahoo Finance,"3 days, 1 hours, 59 minutes, 20 seconds ago",Guwahati,Ministry of Drinking Water & Sanitation,0.9360507726669312,0.06394922733306885,0.06394922733306885,NEU
1165,Rural Water Supply and Sanitation in Vietnam - BORGEN - Borgen Project,Rural Water Supply and Sanitation in Vietnam - BORGEN  Borgen Project,2023-09-30 22:00:25,https://news.google.com/rss/articles/CBMiMmh0dHBzOi8vd3d3LmJvcmdlbm1hZ2F6aW5lLmNvbS9ydXJhbC13YXRlci1zdXBwbHkv0gEA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,Borgen Project,"2 days, 16 hours, 45 minutes, 1 seconds ago",Guwahati,Ministry of Drinking Water & Sanitation,0.9723880290985107,0.027611970901489258,0.027611970901489258,NEU
1166,Press Information Bureau - PIB,Press Information Bureau  PIB,2023-09-25 07:00:00,https://news.google.com/rss/articles/CBMiNWh0dHBzOi8vcGliLmdvdi5pbi9QcmVzc1JlbGVhc2VQYWdlLmFzcHg_UFJJRD0xOTYwNTg50gEA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,PIB,"8 days, 7 hours, 45 minutes, 26 seconds ago",Guwahati,Ministry of Drinking Water & Sanitation,0.9668416380882263,0.03315836191177368,0.03315836191177368,NEU
1167,Latin America & The Caribbean Weekly Situation Update (As of 2 ... - ReliefWeb,Latin America & The Caribbean Weekly Situation Update (As of 2 ...  ReliefWeb,2023-10-02 22:57:20,https://news.google.com/rss/articles/CBMid2h0dHBzOi8vcmVsaWVmd2ViLmludC9yZXBvcnQvYm9saXZpYS1wbHVyaW5hdGlvbmFsLXN0YXRlL2xhdGluLWFtZXJpY2EtY2FyaWJiZWFuLXdlZWtseS1zaXR1YXRpb24tdXBkYXRlLTItb2N0b2Jlci0yMDIz0gEA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,ReliefWeb,"0 days, 15 hours, 48 minutes, 6 seconds ago",Guwahati,Ministry of Drinking Water & Sanitation,0.9761453866958618,0.023854613304138184,0.023854613304138184,NEU
1168,AlmaBetter and IIT Guwahati join forces to offer certification programs; Read full details here - Telegraph India,AlmaBetter and IIT Guwahati join forces to offer certification programs; Read full details here  Telegraph India,2023-10-03 07:35:50,https://news.google.com/rss/articles/CBMilwFodHRwczovL3d3dy50ZWxlZ3JhcGhpbmRpYS5jb20vZWR1Z3JhcGgvbmV3cy9hbG1hYmV0dGVyLWFuZC1paXQtZ3V3YWhhdGktam9pbi1mb3JjZXMtdG8tb2ZmZXItY2VydGlmaWNhdGlvbi1wcm9ncmFtcy1yZWFkLWZ1bGwtZGV0YWlscy1oZXJlL2NpZC8xOTcwNzQ40gGbAWh0dHBzOi8vd3d3LnRlbGVncmFwaGluZGlhLmNvbS9hbXAvZWR1Z3JhcGgvbmV3cy9hbG1hYmV0dGVyLWFuZC1paXQtZ3V3YWhhdGktam9pbi1mb3JjZXMtdG8tb2ZmZXItY2VydGlmaWNhdGlvbi1wcm9ncmFtcy1yZWFkLWZ1bGwtZGV0YWlscy1oZXJlL2NpZC8xOTcwNzQ4?oc=5&hl=en-IN&gl=IN&ceid=IN:en,Telegraph India,"0 days, 7 hours, 9 minutes, 39 seconds ago",Guwahati,Ministry of Education,0.6008288860321045,0.3991711139678955,0.3991711139678955,NEU
1169,World Rabies Day 2023: IIT Guwahati spreads awareness about the viral zoonotic disease - Telegraph India,World Rabies Day 2023: IIT Guwahati spreads awareness about the viral zoonotic disease  Telegraph India,2023-10-03 08:03:51,https://news.google.com/rss/articles/CBMioQFodHRwczovL3d3dy50ZWxlZ3JhcGhpbmRpYS5jb20vZWR1Z3JhcGgvY2FtcHVzL3dvcmxkLXJhYmllcy1kYXktMjAyMy1paXQtZ3V3YWhhdGktY29udHJpYnV0ZXMtdG8tc3ByZWFkaW5nLWF3YXJlbmVzcy1hYm91dC10aGUtdmlyYWwtem9vbm90aWMtZGlzZWFzZS9jaWQvMTk3MDc1NdIBpQFodHRwczovL3d3dy50ZWxlZ3JhcGhpbmRpYS5jb20vYW1wL2VkdWdyYXBoL2NhbXB1cy93b3JsZC1yYWJpZXMtZGF5LTIwMjMtaWl0LWd1d2FoYXRpLWNvbnRyaWJ1dGVzLXRvLXNwcmVhZGluZy1hd2FyZW5lc3MtYWJvdXQtdGhlLXZpcmFsLXpvb25vdGljLWRpc2Vhc2UvY2lkLzE5NzA3NTU?oc=5&hl=en-IN&gl=IN&ceid=IN:en,Telegraph India,"0 days, 6 hours, 41 minutes, 38 seconds ago",Guwahati,Ministry of Education,0.8858392238616943,0.11416077613830566,0.11416077613830566,NEU
1170,Tripathi to lead chip mission | Mint - Mint,Tripathi to lead chip mission | Mint  Mint,2023-10-02 17:07:38,https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9pbmR1c3RyeS9tYW51ZmFjdHVyaW5nL3RyaXBhdGhpLXRvLWxlYWQtY2hpcC1taXNzaW9uLTExNjk2MjY1OTAwOTI3Lmh0bWzSAWVodHRwczovL3d3dy5saXZlbWludC5jb20vaW5kdXN0cnkvbWFudWZhY3R1cmluZy90cmlwYXRoaS10by1sZWFkLWNoaXAtbWlzc2lvbi9hbXAtMTE2OTYyNjU5MDA5MjcuaHRtbA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,Mint,"0 days, 21 hours, 37 minutes, 54 seconds ago",Guwahati,Ministry of Electronics & IT,0.9582614302635193,0.04173856973648071,0.04173856973648071,NEU
1171,ELCINA announces 48th ELCINA Awards 2022-23 winners for ... - TimesTech,ELCINA announces 48th ELCINA Awards 2022-23 winners for ...  TimesTech,2023-10-03 08:41:17,https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vdGltZXN0ZWNoLmluL2VsY2luYS1hbm5vdW5jZXMtNDh0aC1lbGNpbmEtYXdhcmRzLTIwMjItMjMtd2lubmVycy1mb3ItZWxlY3Ryb25pY3MtZXhjZWxsZW5jZS_SAQA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,TimesTech,"0 days, 6 hours, 4 minutes, 15 seconds ago",Guwahati,Ministry of Electronics & IT,0.8589047789573669,0.14109522104263306,0.14109522104263306,NEU
1172,"India gov't to propose setting up a separate body for vast data management, draft bill shows - Yahoo News","India gov't to propose setting up a separate body for vast data management, draft bill shows  Yahoo News",2023-09-28 18:39:20,https://news.google.com/rss/articles/CBMiSWh0dHBzOi8vbmV3cy55YWhvby5jb20vaW5kaWEtZ292dC1wcm9wb3NlLXNldHRpbmctc2VwYXJhdGUtMTA1MDI4ODk0Lmh0bWzSAVFodHRwczovL25ld3MueWFob28uY29tL2FtcGh0bWwvaW5kaWEtZ292dC1wcm9wb3NlLXNldHRpbmctc2VwYXJhdGUtMTA1MDI4ODk0Lmh0bWw?oc=5&hl=en-IN&gl=IN&ceid=IN:en,Yahoo News,"4 days, 20 hours, 6 minutes, 12 seconds ago",Guwahati,Ministry of Electronics & IT,0.9759123921394348,0.024087607860565186,0.024087607860565186,NEU
1173,Joint Statement from India and the United States - The White House,Joint Statement from India and the United States  The White House,2023-09-08 07:00:00,https://news.google.com/rss/articles/CBMieWh0dHBzOi8vd3d3LndoaXRlaG91c2UuZ292L2JyaWVmaW5nLXJvb20vc3RhdGVtZW50cy1yZWxlYXNlcy8yMDIzLzA5LzA4L2pvaW50LXN0YXRlbWVudC1mcm9tLWluZGlhLWFuZC10aGUtdW5pdGVkLXN0YXRlcy_SAQA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,The White House,"25 days, 7 hours, 45 minutes, 32 seconds ago",Guwahati,Ministry of Electronics & IT,0.9780845642089844,0.021915435791015625,0.021915435791015625,NEU
1174,India Aims To Boost Medical Device Industry With New Initiative - Med Device Online,India Aims To Boost Medical Device Industry With New Initiative  Med Device Online,2023-09-29 04:04:41,https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3Lm1lZGRldmljZW9ubGluZS5jb20vZG9jL2luZGlhLWFpbXMtdG8tYm9vc3QtbWVkaWNhbC1kZXZpY2UtaW5kdXN0cnktd2l0aC1uZXctaW5pdGlhdGl2ZS0wMDAx0gEA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,Med Device Online,"4 days, 10 hours, 40 minutes, 51 seconds ago",Guwahati,Ministry of Electronics & IT,0.8017815351486206,0.1982184648513794,0.1982184648513794,POS
1175,"Hawk Data Pro: A vital ""One Health"" surveillance tool for rabies control - News-Medical.Net","Hawk Data Pro: A vital ""One Health"" surveillance tool for rabies control  News-Medical.Net",2023-09-27 23:20:00,https://news.google.com/rss/articles/CBMidWh0dHBzOi8vd3d3Lm5ld3MtbWVkaWNhbC5uZXQvbmV3cy8yMDIzMDkyNy9IYXdrLURhdGEtUHJvLUEtdml0YWwtT25lLUhlYWx0aC1zdXJ2ZWlsbGFuY2UtdG9vbC1mb3ItcmFiaWVzLWNvbnRyb2wuYXNweNIBAA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,News-Medical.Net,"5 days, 15 hours, 25 minutes, 38 seconds ago",Guwahati,"Ministry of Fisheries, Animal Husbandry & Dairying",0.8420748114585876,0.15792518854141235,0.15792518854141235,NEU
1176,AniMeta AgriTech improves the dairy farming community through its ... - Devdiscourse,AniMeta AgriTech improves the dairy farming community through its ...  Devdiscourse,2023-10-03 07:33:58,https://news.google.com/rss/articles/CBMiigFodHRwczovL3d3dy5kZXZkaXNjb3Vyc2UuY29tL2FydGljbGUvaGVhZGxpbmVzLzI2MTYyODEtYW5pbWV0YS1hZ3JpdGVjaC1pbXByb3Zlcy10aGUtZGFpcnktZmFybWluZy1jb21tdW5pdHktdGhyb3VnaC1pdHMtZGlnaXRhbC1zb2x1dGlvbnPSAQA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,Devdiscourse,"0 days, 7 hours, 11 minutes, 40 seconds ago",Guwahati,"Ministry of Fisheries, Animal Husbandry & Dairying",0.6091788411140442,0.3908211588859558,0.3908211588859558,POS
1177,National Gopal Ratna Award 2023 To Be Conferred On National Milk Day - Krishi Jagran,National Gopal Ratna Award 2023 To Be Conferred On National Milk Day  Krishi Jagran ,2023-10-03 09:10:19,https://news.google.com/rss/articles/CBMiY2h0dHBzOi8va3Jpc2hpamFncmFuLmNvbS9ibG9nL25hdGlvbmFsLWdvcGFsLXJhdG5hLWF3YXJkLTIwMjMtdG8tYmUtY29uZmVycmVkLW9uLW5hdGlvbmFsLW1pbGstZGF5L9IBaWh0dHBzOi8va3Jpc2hpamFncmFuLmNvbS9ibG9nL25hdGlvbmFsLWdvcGFsLXJhdG5hLWF3YXJkLTIwMjMtdG8tYmUtY29uZmVycmVkLW9uLW5hdGlvbmFsLW1pbGstZGF5Lz9hbXA9MQ?oc=5&hl=en-IN&gl=IN&ceid=IN:en,Krishi Jagran,"0 days, 5 hours, 35 minutes, 19 seconds ago",Guwahati,"Ministry of Fisheries, Animal Husbandry & Dairying",0.9257636070251465,0.07423639297485352,0.07423639297485352,NEU
1178,Press Information Bureau - PIB,Press Information Bureau  PIB,2023-09-26 11:09:00,https://news.google.com/rss/articles/CBMiNWh0dHBzOi8vcGliLmdvdi5pbi9QcmVzc1JlbGVhc2VQYWdlLmFzcHg_UFJJRD0xOTYwODkz0gEA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,PIB,"7 days, 3 hours, 36 minutes, 38 seconds ago",Guwahati,"Ministry of Fisheries, Animal Husbandry & Dairying",0.9668416380882263,0.03315836191177368,0.03315836191177368,NEU
1179,Press Information Bureau - PIB,Press Information Bureau  PIB,2023-09-04 07:00:00,https://news.google.com/rss/articles/CBMiNWh0dHBzOi8vcGliLmdvdi5pbi9QcmVzc1JlbGVhc2VQYWdlLmFzcHg_UFJJRD0xOTU0Njgx0gEA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,PIB,"29 days, 7 hours, 45 minutes, 38 seconds ago",Guwahati,"Ministry of Fisheries, Animal Husbandry & Dairying",0.9668416380882263,0.03315836191177368,0.03315836191177368,NEU
1180,Oak Bay letter lists roadblocks to meeting minister's housing targets - Oak Bay News,Oak Bay letter lists roadblocks to meeting minister's housing targets  Oak Bay News,2023-10-02 20:50:00,https://news.google.com/rss/articles/CBMicmh0dHBzOi8vd3d3Lm9ha2JheW5ld3MuY29tL2xvY2FsLW5ld3Mvb2FrLWJheS1sZXR0ZXItbGlzdHMtcm9hZGJsb2Nrcy10by1tZWV0aW5nLW1pbmlzdGVycy1ob3VzaW5nLXRhcmdldHMtNDk5NDAyN9IBAA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,Oak Bay News,"0 days, 17 hours, 55 minutes, 46 seconds ago",Guwahati,Ministry of Housing & Urban Affairs,0.7501780390739441,0.2498219609260559,0.2498219609260559,NEU
1181,Targets released for 10 municipalities to deliver more homes for ... - BC Gov News,Targets released for 10 municipalities to deliver more homes for ...  BC Gov News,2023-09-26 21:18:02,https://news.google.com/rss/articles/CBMiM2h0dHBzOi8vbmV3cy5nb3YuYmMuY2EvcmVsZWFzZXMvMjAyM0hPVVMwMTIzLTAwMTUwNdIBAA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,BC Gov News,"6 days, 17 hours, 27 minutes, 44 seconds ago",Guwahati,Ministry of Housing & Urban Affairs,0.8153234720230103,0.18467652797698975,0.18467652797698975,NEU
1182,Togo: Housing Ministry plans to set up a land brigade - Togo First,Togo: Housing Ministry plans to set up a land brigade  Togo First,2023-10-02 17:07:46,https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LnRvZ29maXJzdC5jb20vZW4vcHVibGljLW1hbmFnZW1lbnQvMDIxMC0xMjYzNy10b2dvLWhvdXNpbmctbWluaXN0cnktcGxhbnMtdG8tc2V0LXVwLWEtbGFuZC1icmlnYWRl0gEA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,Togo First,"0 days, 21 hours, 38 minutes, 0 seconds ago",Guwahati,Ministry of Housing & Urban Affairs,0.9719566702842712,0.02804332971572876,0.02804332971572876,NEU
1183,Housing: Democratic Party presents plans on housing - RTL Today,Housing: Democratic Party presents plans on housing  RTL Today,2023-10-02 16:01:55,https://news.google.com/rss/articles/CBMiM2h0dHBzOi8vdG9kYXkucnRsLmx1L25ld3MvbHV4ZW1ib3VyZy9hLzIxMjA4MjAuaHRtbNIBAA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,RTL Today,"0 days, 22 hours, 43 minutes, 51 seconds ago",Guwahati,Ministry of Housing & Urban Affairs,0.9267802834510803,0.07321971654891968,0.07321971654891968,NEU
1184,FG plans new national urban devt policy8 - Punch Newspapers,FG plans new national urban devt policy8  Punch Newspapers,2023-09-25 07:00:00,https://news.google.com/rss/articles/CBMiPWh0dHBzOi8vcHVuY2huZy5jb20vZmctcGxhbnMtbmV3LW5hdGlvbmFsLXVyYmFuLWRldnQtcG9saWN5OC_SAUFodHRwczovL3B1bmNobmcuY29tL2ZnLXBsYW5zLW5ldy1uYXRpb25hbC11cmJhbi1kZXZ0LXBvbGljeTgvP2FtcA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,Punch Newspapers,"8 days, 7 hours, 45 minutes, 46 seconds ago",Guwahati,Ministry of Housing & Urban Affairs,0.9411929249763489,0.05880707502365112,0.05880707502365112,NEU
1185,U.S. Helps Integrate National Health Information Systems | Press ... - USAID,U.S. Helps Integrate National Health Information Systems | Press ...  USAID,2023-10-02 12:00:00,https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LnVzYWlkLmdvdi9tYWRhZ2FzY2FyL3ByZXNzLXJlbGVhc2Uvb2N0LTAyLTIwMjMtdXMtaGVscHMtaW50ZWdyYXRlLW5hdGlvbmFsLWhlYWx0aC1pbmZvcm1hdGlvbi1zeXN0ZW1z0gEA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,USAID,"1 days, 2 hours, 45 minutes, 49 seconds ago",Guwahati,Ministry of Information & Broadcasting,0.6567304730415344,0.3432695269584656,0.3432695269584656,NEU
1186,Frequently Asked Questions - Federal Ministry of Information and National Orientation,Frequently Asked Questions  Federal Ministry of Information and National Orientation,2023-09-16 03:47:23,https://news.google.com/rss/articles/CBMiGWh0dHBzOi8vZm1pbm8uZ292Lm5nL2ZhcS_SAQA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,Federal Ministry of Information and National Orientation,"17 days, 10 hours, 58 minutes, 26 seconds ago",Guwahati,Ministry of Information & Broadcasting,0.9712221622467041,0.0287778377532959,0.0287778377532959,NEU
1187,US ambassador pledges tighter information links with Kingdom - The Phnom Penh Post,US ambassador pledges tighter information links with Kingdom  The Phnom Penh Post,2023-10-02 14:37:57,https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vd3d3LnBobm9tcGVuaHBvc3QuY29tL25hdGlvbmFsL3VzLWFtYmFzc2Fkb3ItcGxlZGdlcy10aWdodGVyLWluZm9ybWF0aW9uLWxpbmtzLWtpbmdkb23SAQA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,The Phnom Penh Post,"1 days, 0 hours, 7 minutes, 52 seconds ago",Guwahati,Ministry of Information & Broadcasting,0.9008945226669312,0.09910547733306885,0.09910547733306885,NEU
1188,"UNESCO, Civil Society and Pakistan Information Commission Join ... - UNESCO","UNESCO, Civil Society and Pakistan Information Commission Join ...  UNESCO",2023-10-02 04:12:14,https://news.google.com/rss/articles/CBMihAFodHRwczovL3d3dy51bmVzY28ub3JnL2VuL2FydGljbGVzL3VuZXNjby1jaXZpbC1zb2NpZXR5LWFuZC1wYWtpc3Rhbi1pbmZvcm1hdGlvbi1jb21taXNzaW9uLWpvaW4taGFuZHMtc3RyZW5ndGhlbi1hY2Nlc3MtaW5mb3JtYXRpb27SAQA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,UNESCO,"1 days, 10 hours, 33 minutes, 35 seconds ago",Guwahati,Ministry of Information & Broadcasting,0.7680810689926147,0.23191893100738525,0.23191893100738525,NEU
1189,Why can't Western governments tell us what they're actually doing to… - Transparency International,Why can't Western governments tell us what they're actually doing to…  Transparency International,2023-09-28 08:06:16,https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LnRyYW5zcGFyZW5jeS5vcmcvZW4vbmV3cy9yaWdodC10by1pbmZvcm1hdGlvbi1wcm9ncmVzcy13aXRoLXNhbmN0aW9uaW5nLXJ1c3NpYW4ta2xlcHRvY3JhdHMtYXNzZXRz0gEA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,Transparency International,"5 days, 6 hours, 39 minutes, 33 seconds ago",Guwahati,Ministry of Information & Broadcasting,0.5635561943054199,0.4364438056945801,0.4364438056945801,NEU
1190,Chile's Ministry of Labour fines 25 women's clubs for health and ... - FIFPro,Chile's Ministry of Labour fines 25 women's clubs for health and ...  FIFPro,2023-09-25 11:25:37,https://news.google.com/rss/articles/CBMipwFodHRwczovL2ZpZnByby5vcmcvZW4vc3VwcG9ydGluZy1wbGF5ZXJzL2NvbmRpdGlvbnMtb2YtZW1wbG95bWVudC9lbXBsb3ltZW50LXN0YXR1cy9jaGlsZS1zLW1pbmlzdHJ5LW9mLWxhYm91ci1maW5lcy0yNS13b21lbi1zLWNsdWJzLWZvci1oZWFsdGgtYW5kLXNhZmV0eS12aW9sYXRpb25zL9IBAA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,FIFPro,"8 days, 3 hours, 20 minutes, 16 seconds ago",Guwahati,Ministry of Labour & Employment,0.7934271097183228,0.20657289028167725,0.20657289028167725,NEG
1191,"Labour ministry to meet with CIBC, union tomorrow - Jamaica Gleaner","Labour ministry to meet with CIBC, union tomorrow  Jamaica Gleaner",2023-10-02 21:40:43,https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vamFtYWljYS1nbGVhbmVyLmNvbS9hcnRpY2xlL25ld3MvMjAyMzEwMDIvbGFib3VyLW1pbmlzdHJ5LW1lZXQtY2liYy11bmlvbi10b21vcnJvd9IBAA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,Jamaica Gleaner,"0 days, 17 hours, 5 minutes, 10 seconds ago",Guwahati,Ministry of Labour & Employment,0.9688110947608948,0.031188905239105225,0.031188905239105225,NEU
1192,"Labour Ministry's St. Elizabeth Parish Office to Be Revamped ... - Government of Jamaica, Jamaica Information Service","Labour Ministry's St. Elizabeth Parish Office to Be Revamped ...  Government of Jamaica, Jamaica Information Service",2023-10-02 19:25:00,https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vamlzLmdvdi5qbS9sYWJvdXItbWluaXN0cnlzLXN0LWVsaXphYmV0aC1wYXJpc2gtb2ZmaWNlLXRvLWJlLXJldmFtcGVkL9IBAA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,"Government of Jamaica, Jamaica Information Service","0 days, 19 hours, 20 minutes, 53 seconds ago",Guwahati,Ministry of Labour & Employment,0.973932683467865,0.02606731653213501,0.02606731653213501,NEU
1193,Ministry of Labour announces 2024 paid public holidays for Cambodia - Khmer Times,Ministry of Labour announces 2024 paid public holidays for Cambodia  Khmer Times,2023-10-02 19:00:39,https://news.google.com/rss/articles/CBMia2h0dHBzOi8vd3d3LmtobWVydGltZXNraC5jb20vNTAxMzY5OTU5L21pbmlzdHJ5LW9mLWxhYm91ci1hbm5vdW5jZXMtMjAyNC1wYWlkLXB1YmxpYy1ob2xpZGF5cy1mb3ItY2FtYm9kaWEv0gEA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,Khmer Times,"0 days, 19 hours, 45 minutes, 14 seconds ago",Guwahati,Ministry of Labour & Employment,0.8779347538948059,0.12206524610519409,0.12206524610519409,NEU
1194,[UPDATED] Labour suspends planned strike for 30 days - Punch Newspapers,[UPDATED] Labour suspends planned strike for 30 days  Punch Newspapers,2023-10-02 23:37:30,https://news.google.com/rss/articles/CBMiR2h0dHBzOi8vcHVuY2huZy5jb20vdXBkYXRlZC1sYWJvdXItc3VzcGVuZHMtcGxhbm5lZC1zdHJpa2UtZm9yLTMwLWRheXMv0gFLaHR0cHM6Ly9wdW5jaG5nLmNvbS91cGRhdGVkLWxhYm91ci1zdXNwZW5kcy1wbGFubmVkLXN0cmlrZS1mb3ItMzAtZGF5cy8_YW1w?oc=5&hl=en-IN&gl=IN&ceid=IN:en,Punch Newspapers,"0 days, 15 hours, 8 minutes, 23 seconds ago",Guwahati,Ministry of Labour & Employment,0.7914734482765198,0.20852655172348022,0.20852655172348022,NEU
1195,MSME Ministry inaugurates Khadi outlet at IIT Delhi to promote Khadi products - The Financial Express,MSME Ministry inaugurates Khadi outlet at IIT Delhi to promote Khadi products  The Financial Express,2023-10-03 06:09:44,https://news.google.com/rss/articles/CBMihAFodHRwczovL3d3dy5maW5hbmNpYWxleHByZXNzLmNvbS9idXNpbmVzcy9zbWUtbXNtZS1taW5pc3RyeS1pbmF1Z3VyYXRlcy1raGFkaS1vdXRsZXQtYXQtaWl0LWRlbGhpLXRvLXByb21vdGUta2hhZGktcHJvZHVjdHMtMzI2MTE5Mi_SAYkBaHR0cHM6Ly93d3cuZmluYW5jaWFsZXhwcmVzcy5jb20vYnVzaW5lc3Mvc21lLW1zbWUtbWluaXN0cnktaW5hdWd1cmF0ZXMta2hhZGktb3V0bGV0LWF0LWlpdC1kZWxoaS10by1wcm9tb3RlLWtoYWRpLXByb2R1Y3RzLTMyNjExOTIvbGl0ZS8?oc=5&hl=en-IN&gl=IN&ceid=IN:en,The Financial Express,"0 days, 8 hours, 36 minutes, 13 seconds ago",Guwahati,"Ministry of Micro, Small & Medium Enterprises",0.8715695142745972,0.12843048572540283,0.12843048572540283,NEU
1196,KVIC Inaugurated A New Khadi India Outlet At IIT Delhi - Adda247,KVIC Inaugurated A New Khadi India Outlet At IIT Delhi  Adda247,2023-10-03 05:30:11,https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vY3VycmVudGFmZmFpcnMuYWRkYTI0Ny5jb20va3ZpYy1pbmF1Z3VyYXRlZC1hLW5ldy1raGFkaS1pbmRpYS1vdXRsZXQtYXQtaWl0LWRlbGhpL9IBXmh0dHBzOi8vY3VycmVudGFmZmFpcnMuYWRkYTI0Ny5jb20va3ZpYy1pbmF1Z3VyYXRlZC1hLW5ldy1raGFkaS1pbmRpYS1vdXRsZXQtYXQtaWl0LWRlbGhpL2FtcC8?oc=5&hl=en-IN&gl=IN&ceid=IN:en,Adda247,"0 days, 9 hours, 15 minutes, 46 seconds ago",Guwahati,"Ministry of Micro, Small & Medium Enterprises",0.9306312799453735,0.06936872005462646,0.06936872005462646,NEU
1197,Governor reaches Khadi India showroom - Daily Pioneer,Governor reaches Khadi India showroom  Daily Pioneer,2023-10-02 21:03:34,https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vd3d3LmRhaWx5cGlvbmVlci5jb20vMjAyMy9zdGF0ZS1lZGl0aW9ucy9nb3Zlcm5vci1yZWFjaGVzLWtoYWRpLWluZGlhLXNob3dyb29tLmh0bWzSAQA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,Daily Pioneer,"0 days, 17 hours, 42 minutes, 23 seconds ago",Guwahati,"Ministry of Micro, Small & Medium Enterprises",0.9752683639526367,0.02473163604736328,0.02473163604736328,NEU
1198,"Indonesia bans purchases on social media, in a blow to TikTok's e-commerce ambitions - CNBC","Indonesia bans purchases on social media, in a blow to TikTok's e-commerce ambitions  CNBC",2023-09-27 07:41:36,https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjMvMDkvMjcvaW5kb25lc2lhLXRvLWJhbi1wdXJjaGFzZXMtb24tc29jaWFsLW1lZGlhLXBsYXRmb3Jtcy1saWtlLXRpa3Rvay5odG1s0gFpaHR0cHM6Ly93d3cuY25iYy5jb20vYW1wLzIwMjMvMDkvMjcvaW5kb25lc2lhLXRvLWJhbi1wdXJjaGFzZXMtb24tc29jaWFsLW1lZGlhLXBsYXRmb3Jtcy1saWtlLXRpa3Rvay5odG1s?oc=5&hl=en-IN&gl=IN&ceid=IN:en,CNBC,"6 days, 7 hours, 4 minutes, 21 seconds ago",Guwahati,"Ministry of Micro, Small & Medium Enterprises",0.7086508274078369,0.2913491725921631,0.2913491725921631,NEG
